Lifetime_Value,Age,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Mobile_App_Usage,Social_Media_Engagement_Score,Email_Open_Rate,Days_Since_Last_Purchase,Cart_Abandonment_Rate,Wishlist_Items,Discount_Usage_Rate,Returns_Rate,Customer_Service_Calls,Product_Reviews_Written,Payment_Method_Diversity
357.39,46.0,2.0,0.0,19.4,6.9,8.6,,8.1,144.0,61.6,3.0,55.6,4.2,5.0,2.0,3.0
1913.87,42.0,4.1,25.0,54.0,19.7,38.4,,62.6,6.0,11.8,9.0,32.0,8.0,1.0,11.0,4.0
2068.07,45.0,4.1,25.0,48.3,15.0,35.1,41.7,13.4,21.0,41.6,7.0,31.2,7.3,3.0,6.0,3.0
1809.74,49.0,1.4,3.0,18.3,4.9,12.2,10.4,0.0,60.0,74.7,0.0,85.7,7.3,5.0,2.0,5.0
2834.09,,6.5,26.0,45.3,,33.9,56.5,43.3,47.0,27.3,7.0,35.16,4.8,5.0,2.0,3.0
1845.94,35.0,4.9,16.0,23.9,11.4,29.3,31.3,11.7,12.0,36.0,5.0,66.36,,3.0,3.0,2.0
908.66,28.0,10.0,0.0,25.7,5.2,,21.6,,25.0,66.9,6.0,15.6,,8.0,,3.0
1056.83,32.0,1.7,3.0,,4.6,15.8,25.2,21.0,,67.7,2.0,16.7,3.5,10.0,1.0,4.0
2730.13,52.0,6.0,23.0,53.0,16.1,,46.6,44.8,11.0,24.5,11.0,30.6,9.1,1.0,11.0,4.0
993.56,27.0,3.2,12.0,32.2,9.8,22.5,13.9,27.7,10.0,56.4,2.0,29.16,1.0,7.0,0.0,2.0
399.05,18.0,4.1,6.0,14.4,11.6,11.9,9.2,6.2,147.0,83.0,0.0,43.92,1.5,5.0,3.0,2.0
2880.71,26.0,2.4,26.0,38.2,16.3,23.2,64.9,53.6,,36.6,5.0,24.3,7.3,4.0,,2.0
610.97,45.0,1.6,10.0,15.4,4.8,0.0,25.9,6.0,63.0,87.1,2.0,,,6.0,1.0,3.0
1779.74,34.0,5.0,2.0,,3.7,11.2,7.6,10.0,19.0,63.5,1.0,42.2,3.1,3.0,1.0,2.0
238.12,45.0,0.6,5.0,17.2,2.4,2.7,0.0,2.5,19.0,89.3,,36.8,0.2,9.0,1.0,1.0
980.79,18.0,7.7,11.0,17.4,1.0,8.5,19.5,19.3,41.0,44.5,2.0,66.3,3.0,6.0,3.0,5.0
783.02,18.0,4.2,5.0,10.6,3.9,9.6,,,,57.1,2.0,15.48,7.8,7.0,0.0,1.0
572.38,41.0,2.7,3.0,13.2,5.5,3.8,29.0,7.4,64.0,80.2,,16.919999999999998,2.4,7.0,,
3959.31,50.0,0.2,23.0,43.6,15.7,31.3,39.3,29.4,16.0,29.5,,,1.4,2.0,10.0,4.0
1585.23,18.0,1.7,21.0,35.6,12.7,21.0,37.9,17.5,9.0,35.4,4.0,59.1,6.0,2.0,,3.0
636.83,44.0,3.4,4.0,13.8,4.7,,12.1,0.0,20.0,71.4,1.0,48.12,8.0,9.0,0.0,1.0
2234.33,52.0,2.5,21.0,31.6,10.3,18.2,39.2,34.4,32.0,53.8,6.0,47.2,10.6,6.0,9.0,2.0
970.6,37.0,2.5,11.0,23.5,5.8,21.9,21.6,2.2,36.0,64.7,2.0,33.7,7.3,5.0,1.0,4.0
951.26,48.0,8.0,8.0,9.0,5.8,14.1,32.6,12.4,33.0,74.4,2.0,29.1,10.2,6.0,2.0,3.0
885.31,40.0,4.0,12.0,31.1,10.1,,12.3,13.7,3.0,59.0,3.0,29.1,8.5,8.0,6.0,2.0
897.21,34.0,0.7,2.0,19.2,5.8,14.7,,25.9,41.0,76.8,4.0,75.36,4.2,6.0,1.0,
1367.38,,1.5,16.0,39.9,13.5,,46.5,46.3,17.0,36.0,6.0,44.7,4.1,2.0,6.0,5.0
1292.73,60.0,5.1,16.0,33.6,6.1,22.5,25.5,12.7,17.0,48.8,6.0,83.5,7.4,6.0,1.0,1.0
1594.08,31.0,0.8,3.0,,2.3,11.7,,8.4,,74.0,4.0,17.2,3.1,8.0,3.0,2.0
1026.29,36.0,1.8,6.0,22.7,6.0,22.3,37.3,27.6,,74.2,,16.3,3.4,6.0,0.0,1.0
1949.72,26.0,2.5,14.0,38.0,10.6,21.7,37.3,9.9,43.0,52.2,10.0,,8.5,1.0,4.0,5.0
1657.85,39.0,5.0,22.0,43.1,,21.8,,46.6,32.0,25.3,7.0,21.0,2.1,6.0,5.0,1.0
338.92,36.0,8.1,2.0,8.2,3.5,11.4,12.6,0.0,1.0,81.1,2.0,54.1,,6.0,2.0,2.0
2939.76,51.0,4.3,18.0,36.0,11.5,21.5,17.9,41.8,23.0,44.6,5.0,31.2,5.2,5.0,2.0,2.0
998.64,55.0,0.9,5.0,12.3,6.1,9.8,24.0,6.3,11.0,51.4,2.0,9.8,2.5,11.0,0.0,3.0
453.02,47.0,1.4,0.0,,4.8,0.7,16.4,,84.0,86.2,0.0,37.7,9.8,5.0,1.0,4.0
2374.41,50.0,0.7,20.0,53.0,15.4,36.7,,40.6,48.0,30.4,8.0,42.1,4.9,2.0,,1.0
1397.02,29.0,1.5,7.0,,10.7,24.2,19.5,20.5,34.0,61.2,1.0,58.3,,5.0,2.0,3.0
1409.53,26.0,4.6,10.0,27.5,8.8,14.9,29.0,30.3,5.0,56.8,8.0,9.6,4.2,2.0,5.0,2.0
1880.52,43.0,2.3,22.0,41.4,12.8,,40.2,21.0,17.0,44.7,4.0,60.35999999999999,7.0,5.0,8.0,1.0
844.06,38.0,3.3,10.0,21.1,7.3,11.1,3.4,27.8,52.0,69.9,2.0,23.9,7.4,12.0,3.0,1.0
1120.44,61.0,2.0,11.0,24.4,9.8,14.7,9.6,23.9,35.0,40.3,2.0,7.6,5.7,5.0,7.0,
1711.88,,2.0,11.0,32.8,10.4,15.5,11.4,18.3,91.0,58.4,9.0,69.72,4.6,5.0,2.0,1.0
1003.31,45.0,5.1,24.0,31.4,9.8,27.2,31.1,18.7,37.0,32.9,7.0,61.92,,5.0,5.0,3.0
635.7,45.0,0.6,10.0,24.3,8.8,18.9,46.7,26.3,46.0,77.0,3.0,27.6,8.9,5.0,,2.0
1064.77,28.0,2.0,6.0,38.9,11.8,19.8,45.1,40.9,14.0,48.1,9.0,26.5,0.8,9.0,4.0,3.0
537.1,26.0,1.1,4.0,15.6,5.0,6.2,0.0,,16.0,58.9,0.0,,,7.0,4.0,3.0
591.46,,3.1,4.0,,9.2,16.2,17.5,9.5,12.0,66.4,1.0,18.3,3.4,4.0,3.0,5.0
2492.27,,0.5,18.0,41.1,14.4,33.3,24.1,22.9,28.0,25.7,6.0,65.75999999999999,1.2,6.0,8.0,4.0
1668.16,55.0,5.0,9.0,31.4,9.8,32.2,70.6,16.0,1.0,56.6,6.0,,,7.0,0.0,2.0
975.34,70.0,3.9,12.0,30.5,14.2,24.0,56.2,15.5,4.0,56.8,5.0,39.0,,2.0,5.0,1.0
1127.76,33.0,4.1,9.0,31.0,7.0,14.1,41.5,28.0,5.0,72.4,1.0,64.1,0.8,4.0,,3.0
3110.91,30.0,8.2,21.0,55.5,15.2,30.9,62.5,56.5,4.0,46.6,,,1.3,4.0,6.0,2.0
721.65,22.0,1.4,2.0,12.6,5.4,16.3,0.0,2.7,10.0,77.9,1.0,9.5,7.1,3.0,0.0,1.0
1269.47,24.0,6.2,5.0,27.6,,16.4,15.7,22.1,19.0,55.7,4.0,78.96,4.0,9.0,3.0,3.0
3275.11,30.0,1.7,22.0,38.7,13.3,27.6,46.8,24.2,52.0,46.6,12.0,42.1,18.1,3.0,2.0,3.0
775.34,52.0,4.1,6.0,23.0,8.3,16.7,,8.1,26.0,67.2,3.0,10.3,6.9,6.0,1.0,
745.41,75.0,0.8,0.0,19.5,2.2,7.7,0.0,10.3,20.0,80.0,,42.12,3.3,10.0,0.0,5.0
1745.09,29.0,4.4,15.0,21.9,5.4,21.1,51.1,14.0,41.0,64.1,1.0,38.5,9.2,8.0,,3.0
1124.28,27.0,0.8,7.0,,4.8,15.8,18.0,18.2,35.0,68.1,1.0,58.32,,6.0,0.0,1.0
1956.41,23.0,0.4,14.0,37.8,10.7,,35.1,43.5,13.0,52.2,4.0,41.1,3.9,10.0,4.0,1.0
2601.32,,1.7,6.0,22.0,3.7,14.1,41.8,35.7,33.0,90.4,2.0,40.3,,5.0,1.0,3.0
100.26,42.0,6.2,7.0,15.3,6.7,1.3,10.9,5.1,34.0,78.6,1.0,67.44,12.2,9.0,0.0,3.0
3854.65,,1.3,17.0,38.2,11.6,,,44.3,,38.5,4.0,,1.4,6.0,2.0,3.0
602.28,32.0,2.4,17.0,42.2,13.2,39.8,46.8,34.7,58.0,40.0,10.0,92.16,3.7,5.0,4.0,2.0
475.91,54.0,3.4,9.0,,5.1,8.6,,5.7,9.0,61.1,1.0,60.24,13.7,6.0,4.0,5.0
1280.6,47.0,3.7,2.0,22.8,3.6,21.0,11.0,0.0,,70.0,3.0,18.7,3.9,9.0,3.0,3.0
572.18,46.0,2.8,1.0,18.4,7.1,,27.6,13.8,27.0,71.2,1.0,48.8,6.3,4.0,3.0,3.0
2833.61,,2.9,22.0,38.9,15.0,28.5,68.1,43.6,57.0,23.0,7.0,12.0,0.4,3.0,3.0,1.0
2179.76,35.0,1.8,6.0,31.3,,20.6,37.3,10.9,67.0,68.6,6.0,27.5,15.8,7.0,3.0,1.0
1016.46,29.0,4.0,0.0,27.0,7.4,20.3,12.7,14.3,59.0,59.7,1.0,57.12,3.9,4.0,3.0,2.0
2507.4,44.0,7.6,31.0,55.7,16.6,40.5,61.9,33.2,77.0,22.7,9.0,60.2,15.9,2.0,10.0,2.0
2060.53,43.0,5.3,27.0,42.4,17.8,,62.6,33.9,33.0,51.4,5.0,89.88000000000001,7.7,2.0,5.0,1.0
2616.17,44.0,7.9,16.0,41.8,14.7,29.5,,30.6,145.0,43.6,11.0,57.0,10.8,2.0,8.0,4.0
1355.55,,2.1,21.0,33.3,8.6,24.4,37.8,33.2,24.0,77.8,4.0,70.2,4.7,4.0,4.0,3.0
608.84,42.0,2.3,12.0,23.9,6.6,18.0,,31.4,49.0,50.3,0.0,16.919999999999998,1.1,4.0,3.0,2.0
2228.02,34.0,6.7,26.0,51.5,16.4,36.3,,39.5,16.0,37.3,7.0,28.0,5.7,5.0,9.0,1.0
1112.74,,2.3,8.0,13.8,9.6,12.5,5.6,,15.0,57.0,1.0,54.3,5.1,6.0,5.0,2.0
1032.63,46.0,1.8,10.0,27.1,8.7,22.2,49.5,2.5,67.0,72.3,2.0,36.1,2.0,5.0,2.0,1.0
1767.47,40.0,2.4,15.0,29.7,,26.3,59.3,15.9,26.0,78.1,9.0,11.0,3.6,2.0,,1.0
1856.25,66.0,1.4,10.0,21.8,12.9,27.3,55.9,17.6,110.0,46.1,9.0,31.5,1.7,9.0,1.0,2.0
1602.96,43.0,4.9,11.0,22.7,7.4,11.5,29.4,25.1,103.0,55.4,,39.8,4.0,4.0,0.0,
971.35,34.0,0.4,12.0,,7.9,20.2,27.1,9.4,35.0,68.7,5.0,37.0,7.3,4.0,0.0,2.0
754.69,36.0,2.9,11.0,29.3,10.5,19.8,57.0,20.2,52.0,64.2,8.0,69.6,13.3,5.0,5.0,2.0
1835.48,23.0,8.8,26.0,47.4,13.6,24.2,36.0,39.8,11.0,37.1,11.0,49.5,11.4,6.0,1.0,1.0
1119.01,52.0,3.0,0.0,,5.2,14.2,15.0,3.8,3.0,85.6,3.0,29.52,,5.0,1.0,1.0
1223.65,41.0,3.1,25.0,34.7,14.3,40.2,49.6,42.0,27.0,44.4,,,1.7,4.0,6.0,2.0
514.92,41.0,0.6,9.0,14.9,5.8,11.3,23.5,,,85.3,0.0,32.7,6.5,14.0,,1.0
2384.23,25.0,0.3,17.0,42.3,11.8,40.5,65.8,33.1,44.0,35.9,6.0,62.28,4.7,4.0,7.0,2.0
2160.45,47.0,5.7,1.0,30.4,11.3,31.1,21.1,19.7,32.0,42.9,6.0,31.5,9.7,5.0,3.0,3.0
300.84,26.0,2.2,3.0,17.7,4.9,,28.8,16.8,8.0,77.0,3.0,,,9.0,4.0,2.0
214.77,31.0,0.8,13.0,19.3,4.1,4.7,0.0,13.9,49.0,42.1,3.0,7.9,6.6,8.0,1.0,
776.68,39.0,3.3,6.0,12.1,1.0,,,20.8,15.0,95.6,0.0,8.8,2.7,4.0,1.0,2.0
1780.59,31.0,4.7,21.0,44.6,13.2,36.2,56.6,39.8,93.0,39.0,8.0,65.3,10.5,3.0,,3.0
1501.05,28.0,3.6,7.0,30.6,9.3,15.6,,9.2,9.0,53.6,2.0,41.4,3.7,6.0,4.0,2.0
561.7,37.0,2.2,6.0,31.2,6.3,24.3,35.3,24.1,3.0,69.8,2.0,26.04,7.1,3.0,3.0,4.0
2330.04,50.0,3.9,19.0,30.6,9.0,20.6,22.4,16.2,15.0,65.9,3.0,58.7,11.1,6.0,3.0,3.0
1890.87,48.0,0.8,2.0,27.5,6.3,16.3,13.5,14.2,3.0,58.4,1.0,62.52,2.0,6.0,3.0,2.0
634.65,46.0,4.0,9.0,19.2,8.5,14.0,23.3,22.4,47.0,59.2,2.0,53.1,2.5,5.0,3.0,4.0
1019.51,43.0,3.2,9.0,22.9,7.8,20.5,23.0,31.0,28.0,40.6,3.0,57.84,11.9,6.0,3.0,3.0
2744.08,32.0,5.1,11.0,30.1,10.6,14.9,29.0,12.9,,67.0,5.0,50.8,6.9,4.0,3.0,2.0
2060.08,51.0,5.7,18.0,42.0,16.0,23.8,34.2,37.4,8.0,33.0,10.0,16.2,13.2,4.0,9.0,3.0
338.49,18.0,5.8,3.0,23.8,1.5,18.2,3.3,2.6,43.0,90.5,7.0,57.8,4.5,11.0,1.0,2.0
1526.72,43.0,3.7,11.0,29.9,,17.1,31.0,28.6,6.0,61.3,3.0,,6.0,5.0,2.0,2.0
822.03,48.0,0.9,13.0,33.1,14.0,19.4,14.2,19.7,1.0,49.9,7.0,4.1,5.1,3.0,2.0,1.0
1233.37,36.0,3.3,16.0,28.8,9.8,18.3,51.8,33.3,10.0,56.0,9.0,51.24,,1.0,4.0,1.0
829.66,29.0,5.3,6.0,21.0,6.8,25.9,28.9,14.6,3.0,73.7,4.0,36.2,1.8,1.0,3.0,2.0
603.68,37.0,3.6,1.0,,3.4,0.0,,12.4,46.0,76.0,0.0,54.24,5.1,7.0,0.0,2.0
1415.2,28.0,2.5,7.0,28.6,10.5,25.6,5.2,15.6,12.0,66.9,2.0,6.96,3.3,4.0,2.0,1.0
1284.48,44.0,0.6,1.0,18.7,9.8,11.4,44.3,11.3,13.0,62.0,6.0,7.9,2.3,6.0,2.0,
1732.31,49.0,1.5,22.0,36.2,10.0,21.6,,18.7,34.0,57.7,9.0,37.1,3.7,1.0,4.0,2.0
1868.85,43.0,1.5,13.0,22.1,5.4,5.5,17.1,7.7,26.0,68.7,2.0,17.8,,6.0,1.0,1.0
995.47,42.0,1.9,5.0,11.6,2.5,10.6,10.3,1.5,0.0,83.7,,37.0,5.9,5.0,0.0,1.0
658.88,47.0,4.7,6.0,22.2,5.7,15.3,46.7,10.6,33.0,43.7,4.0,83.6,5.9,7.0,4.0,3.0
741.76,48.0,5.8,1.0,17.4,6.8,10.7,26.1,2.1,64.0,66.2,1.0,,2.4,8.0,1.0,1.0
3358.2,28.0,2.5,20.0,49.1,13.1,39.4,75.8,42.6,1.0,22.7,8.0,57.5,9.9,5.0,4.0,4.0
378.53,19.0,0.9,2.0,10.0,4.6,14.6,16.2,0.0,43.0,66.4,0.0,85.55999999999999,6.1,7.0,0.0,4.0
1788.19,41.0,0.8,2.0,16.8,6.7,11.5,,14.9,33.0,78.3,2.0,7.9,6.6,11.0,1.0,3.0
1862.09,49.0,2.7,9.0,15.3,10.2,23.4,33.4,3.1,97.0,57.8,2.0,61.4,3.4,5.0,3.0,2.0
2843.26,19.0,4.4,15.0,39.3,8.6,,33.1,18.9,5.0,20.1,,41.4,9.8,5.0,8.0,5.0
383.75,38.0,1.5,13.0,16.7,4.4,9.4,,26.5,84.0,66.2,7.0,65.64,11.3,8.0,1.0,3.0
2409.59,51.0,2.7,15.0,46.3,9.4,30.1,51.0,46.2,23.0,21.5,6.0,73.44,5.3,1.0,3.0,3.0
736.61,36.0,2.3,6.0,16.8,2.3,,20.0,27.1,12.0,60.8,3.0,64.6,,5.0,2.0,2.0
354.65,56.0,0.7,0.0,11.8,3.6,8.6,2.8,0.0,29.0,86.6,0.0,64.1,5.2,7.0,1.0,1.0
2116.4,54.0,2.1,11.0,16.2,11.7,12.0,,15.1,0.0,33.5,4.0,52.2,6.8,5.0,5.0,2.0
517.59,35.0,3.0,4.0,28.7,4.1,11.0,8.0,0.0,28.0,63.9,7.0,43.5,6.5,8.0,2.0,1.0
1848.21,33.0,1.7,18.0,48.4,12.6,22.4,63.3,33.5,69.0,37.5,5.0,,13.9,8.0,4.0,2.0
1198.43,33.0,6.6,12.0,44.4,9.2,17.8,48.2,24.2,38.0,42.2,5.0,31.92,3.8,5.0,3.0,4.0
1494.62,39.0,2.1,4.0,18.3,8.1,17.6,31.8,25.4,49.0,69.5,2.0,46.6,1.4,7.0,4.0,2.0
1870.62,23.0,4.0,23.0,47.4,14.6,30.5,39.9,39.6,,31.1,10.0,21.4,5.2,3.0,3.0,4.0
854.24,21.0,3.9,5.0,12.6,4.1,9.3,10.0,,52.0,58.0,0.0,32.4,6.9,7.0,1.0,2.0
897.48,18.0,4.6,10.0,,4.4,9.0,5.6,24.8,26.0,84.6,5.0,19.0,8.8,9.0,0.0,3.0
962.42,37.0,6.2,17.0,38.2,12.8,,48.1,31.7,0.0,26.3,2.0,32.3,14.6,1.0,5.0,2.0
2004.97,62.0,0.4,6.0,16.9,6.7,16.5,,34.9,10.0,71.5,3.0,61.7,1.8,2.0,1.0,4.0
1323.24,18.0,1.2,17.0,24.1,11.5,29.2,51.5,19.6,34.0,66.2,4.0,3.6,10.4,6.0,7.0,1.0
863.64,,2.1,5.0,20.4,,16.9,26.0,19.0,20.0,52.3,3.0,21.1,5.9,6.0,3.0,3.0
1049.54,35.0,0.8,7.0,32.4,4.6,13.6,37.0,14.3,36.0,65.3,5.0,49.6,2.4,5.0,2.0,2.0
1032.61,36.0,2.0,6.0,19.5,8.9,16.8,24.6,2.7,17.0,51.9,4.0,,10.3,4.0,4.0,5.0
1754.16,53.0,1.6,13.0,50.3,13.9,35.4,79.3,48.5,24.0,20.2,8.0,24.9,10.5,4.0,8.0,2.0
1812.61,27.0,1.8,24.0,40.2,14.7,36.5,38.4,50.8,26.0,18.1,12.0,38.6,3.1,5.0,8.0,1.0
607.9,18.0,2.1,10.0,15.7,4.4,17.2,32.4,9.6,120.0,56.6,2.0,10.1,4.8,8.0,2.0,1.0
979.92,31.0,3.8,8.0,3.8,5.4,13.4,0.0,4.5,13.0,76.6,3.0,47.9,7.5,4.0,0.0,2.0
264.04,29.0,0.2,7.0,25.0,5.1,15.2,14.3,6.4,41.0,79.8,,40.0,11.0,4.0,0.0,
633.35,18.0,2.8,0.0,18.6,8.6,19.7,5.7,32.0,7.0,49.5,1.0,51.35999999999999,3.0,6.0,0.0,3.0
862.27,40.0,1.1,0.0,13.2,,11.0,34.3,0.0,16.0,51.6,2.0,26.4,13.2,3.0,4.0,1.0
2317.72,23.0,0.8,23.0,53.4,19.2,40.0,80.6,53.6,8.0,11.9,11.0,80.4,6.3,2.0,10.0,3.0
1775.98,37.0,3.2,13.0,32.9,9.6,20.9,25.6,18.1,33.0,39.7,5.0,,,11.0,5.0,2.0
1561.77,33.0,1.0,6.0,25.2,4.4,15.6,14.9,33.1,18.0,69.5,,43.5,3.0,3.0,2.0,1.0
1838.87,25.0,0.9,8.0,27.2,12.3,16.4,,13.2,,50.2,7.0,24.8,5.7,6.0,9.0,2.0
2206.26,48.0,3.6,24.0,59.5,16.4,38.1,33.8,45.7,110.0,35.4,8.0,37.2,5.2,3.0,7.0,1.0
1256.82,34.0,0.8,23.0,50.1,11.2,40.1,79.0,57.3,1.0,20.0,9.0,31.3,,4.0,8.0,1.0
1814.01,38.0,2.7,12.0,44.3,12.9,27.2,22.2,24.0,,46.1,6.0,73.08,2.3,4.0,4.0,1.0
943.21,45.0,4.0,13.0,17.5,8.9,,33.6,18.0,214.0,71.8,5.0,53.16,14.1,8.0,2.0,3.0
118.3,41.0,8.6,0.0,12.8,5.5,14.8,0.8,0.0,,67.1,0.0,54.5,6.6,12.0,1.0,1.0
1510.5,39.0,8.8,16.0,34.6,12.5,15.5,,22.4,15.0,46.7,2.0,38.0,10.6,6.0,2.0,3.0
534.71,28.0,2.4,3.0,,2.6,7.5,0.0,,,70.1,3.0,73.3,8.3,6.0,4.0,4.0
1092.48,24.0,0.4,17.0,26.5,10.0,22.6,17.5,39.7,50.0,57.9,9.0,18.36,1.2,5.0,5.0,4.0
3956.3,39.0,4.6,21.0,43.8,13.9,27.1,66.9,29.6,39.0,48.2,5.0,31.5,4.8,3.0,7.0,4.0
1167.59,26.0,0.4,1.0,13.9,7.1,16.4,50.6,0.0,26.0,77.6,1.0,6.0,13.3,12.0,1.0,1.0
229.95,47.0,2.6,3.0,18.7,3.1,13.9,0.0,13.1,33.0,51.9,0.0,48.8,8.0,8.0,1.0,
968.79,36.0,0.3,25.0,36.5,,19.0,56.5,31.9,18.0,54.3,6.0,22.0,8.7,8.0,,
4236.76,45.0,5.3,24.0,57.9,15.5,37.4,80.1,52.9,12.0,34.3,11.0,66.0,3.0,2.0,3.0,3.0
731.22,26.0,2.9,2.0,19.8,6.4,4.7,21.6,0.0,1.0,87.8,2.0,22.1,2.4,6.0,3.0,1.0
851.99,24.0,1.1,0.0,13.8,5.1,8.1,10.3,0.0,38.0,73.5,0.0,54.12,5.5,9.0,0.0,2.0
899.68,58.0,3.5,4.0,15.9,2.8,5.8,22.4,0.0,25.0,81.2,0.0,61.9,3.7,7.0,1.0,2.0
2088.2,36.0,0.5,13.0,33.4,12.7,21.0,,23.6,1.0,59.8,,33.0,6.5,2.0,6.0,3.0
1377.23,48.0,3.2,0.0,23.6,7.1,16.6,8.3,0.0,50.0,73.3,,,12.5,6.0,0.0,1.0
1487.78,21.0,4.0,22.0,33.2,14.5,28.3,33.1,28.0,5.0,31.0,4.0,54.5,6.5,6.0,2.0,2.0
792.78,34.0,1.2,2.0,13.5,2.4,8.4,3.2,9.7,16.0,51.6,3.0,36.1,1.7,4.0,1.0,3.0
561.6,53.0,1.1,10.0,24.5,,13.2,0.0,6.7,21.0,61.2,2.0,89.64,3.2,7.0,3.0,3.0
1077.06,19.0,3.4,3.0,25.9,7.2,26.0,20.4,,76.0,60.6,2.0,73.8,10.1,7.0,2.0,3.0
1226.65,65.0,4.8,12.0,35.5,11.9,,41.9,28.6,26.0,35.8,3.0,21.3,4.4,3.0,,2.0
2316.17,40.0,5.6,8.0,34.0,6.8,19.9,46.6,26.8,117.0,50.9,2.0,49.5,9.9,3.0,4.0,3.0
1381.02,28.0,1.2,12.0,29.5,16.3,24.3,36.6,5.4,50.0,44.2,,49.2,1.1,1.0,3.0,2.0
448.71,42.0,3.6,1.0,16.0,5.3,7.9,,,30.0,88.2,0.0,14.04,10.9,7.0,0.0,2.0
2383.3,51.0,0.7,20.0,30.5,11.8,29.9,33.8,14.7,49.0,48.5,,55.4,10.3,1.0,4.0,2.0
4408.47,28.0,2.2,15.0,40.5,15.4,31.0,60.6,36.6,69.0,31.9,7.0,33.3,5.3,1.0,3.0,2.0
253.29,29.0,2.6,5.0,25.4,6.0,12.2,45.4,28.1,12.0,54.3,7.0,45.9,2.2,7.0,2.0,5.0
667.5,40.0,6.7,11.0,30.5,8.7,6.3,13.2,4.2,76.0,58.2,3.0,,0.2,8.0,4.0,4.0
720.48,,1.8,13.0,27.2,11.3,,29.8,18.0,18.0,52.8,3.0,22.8,3.5,2.0,3.0,3.0
1774.38,35.0,1.8,22.0,43.0,13.1,38.7,,37.6,23.0,32.9,10.0,20.5,10.4,3.0,6.0,4.0
1874.06,42.0,3.0,1.0,29.2,7.3,30.3,28.3,46.7,60.0,58.7,5.0,81.11999999999999,5.4,4.0,,2.0
1920.23,48.0,3.1,10.0,17.4,6.1,24.2,31.0,25.6,20.0,79.1,2.0,15.0,2.9,6.0,2.0,1.0
1534.5,40.0,1.8,18.0,23.9,13.9,14.2,41.4,42.1,84.0,35.3,4.0,44.6,18.1,4.0,,2.0
747.23,29.0,4.5,3.0,25.4,6.4,17.7,8.5,13.2,,66.6,1.0,33.5,14.9,6.0,1.0,2.0
1867.44,37.0,4.0,24.0,42.0,12.3,37.5,64.1,38.6,24.0,50.4,13.0,55.0,17.7,4.0,6.0,5.0
1427.73,59.0,1.6,8.0,33.5,8.6,24.7,17.9,8.0,44.0,54.2,5.0,49.2,2.3,5.0,3.0,1.0
1717.87,41.0,0.9,31.0,41.5,13.4,28.3,55.9,38.6,25.0,34.6,8.0,66.96,1.2,4.0,8.0,3.0
1849.78,52.0,4.0,21.0,41.6,10.9,31.3,29.4,32.7,17.0,49.6,9.0,35.76,3.3,6.0,5.0,
1496.23,31.0,3.2,27.0,49.7,11.9,32.4,53.5,52.1,15.0,26.4,5.0,73.6,7.8,8.0,6.0,1.0
970.54,,3.8,8.0,16.2,3.4,21.3,31.8,3.5,75.0,86.1,,24.0,16.3,7.0,1.0,4.0
988.47,47.0,5.3,11.0,30.7,7.2,17.3,27.3,10.1,122.0,42.1,3.0,53.52,7.3,6.0,3.0,5.0
555.68,55.0,3.5,8.0,23.9,6.5,7.5,21.0,20.2,32.0,55.6,6.0,97.92,,6.0,2.0,1.0
742.84,52.0,2.1,6.0,7.7,4.9,7.2,14.0,20.1,23.0,59.3,1.0,,18.6,7.0,,3.0
550.94,24.0,3.3,5.0,24.1,4.2,14.0,22.7,28.4,32.0,78.5,4.0,2.0,6.2,7.0,1.0,3.0
543.24,51.0,10.0,12.0,24.7,4.8,10.2,3.3,17.1,9.0,68.3,4.0,49.2,17.6,9.0,4.0,2.0
760.23,58.0,0.7,0.0,18.1,6.3,11.6,44.6,15.2,16.0,82.4,,66.12,,6.0,1.0,2.0
605.61,31.0,4.7,8.0,15.0,7.4,7.5,3.8,4.0,31.0,69.3,2.0,26.6,7.3,10.0,2.0,2.0
2346.49,27.0,2.6,18.0,44.2,11.5,25.4,36.4,42.8,7.0,37.8,5.0,32.4,0.0,3.0,5.0,2.0
1289.71,37.0,3.7,13.0,17.2,3.6,23.9,1.3,21.8,76.0,56.0,2.0,48.9,9.3,10.0,1.0,3.0
358.28,40.0,1.2,13.0,17.0,6.1,5.1,15.2,20.3,141.0,69.3,,46.1,2.1,7.0,3.0,1.0
234.9,33.0,1.7,10.0,11.8,3.6,7.3,,32.5,19.0,67.4,2.0,56.4,0.8,5.0,0.0,2.0
567.79,,1.3,4.0,15.0,4.5,17.2,29.3,9.5,14.0,73.5,1.0,77.75999999999999,1.2,7.0,3.0,4.0
810.67,55.0,0.9,7.0,26.5,7.4,15.1,0.0,0.0,20.0,66.7,3.0,51.9,1.0,5.0,1.0,1.0
3078.35,27.0,1.1,23.0,40.7,14.5,33.9,51.4,40.6,4.0,35.6,13.0,39.6,,3.0,,1.0
4277.65,31.0,2.6,26.0,42.0,15.2,34.5,65.4,39.0,36.0,29.0,,18.9,7.9,1.0,5.0,4.0
1319.97,39.0,1.2,11.0,26.0,6.0,,24.1,12.7,176.0,54.6,1.0,58.7,3.0,10.0,3.0,2.0
787.43,,0.6,6.0,21.2,4.8,10.4,1.9,23.2,36.0,58.5,6.0,15.3,9.2,7.0,1.0,3.0
754.34,19.0,5.1,0.0,27.5,4.7,23.1,,0.0,2.0,71.0,,29.8,13.7,9.0,0.0,3.0
