Churned,Age,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Mobile_App_Usage,Social_Media_Engagement_Score,Email_Open_Rate,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Cart_Abandonment_Rate,Wishlist_Items,Discount_Usage_Rate,Returns_Rate,Customer_Service_Calls,Product_Reviews_Written,Payment_Method_Diversity,Credit_Balance
1,20.0,3.8,25.0,38.4,6.2,23.6,32.8,17.5,20.0,119.37,20.0,53.5,6.0,52.1,4.4,9.0,7.0,3.0,4980.0
0,32.0,1.0,19.0,27.3,11.1,7.8,26.5,18.5,19.5,103.53,0.0,56.5,5.0,19.2,9.4,9.0,3.0,2.0,2798.0
0,24.0,1.3,19.0,38.6,11.2,24.5,54.4,20.9,16.0,156.0,60.0,41.8,7.0,31.3,,5.0,2.0,2.0,2279.0
0,44.0,0.8,14.0,21.7,5.6,10.8,10.7,19.0,8.0,69.29,8.0,72.2,2.0,29.6,0.7,4.0,4.0,3.0,2598.0
0,51.0,3.6,19.0,11.6,5.9,15.4,,17.6,9.0,96.37,86.0,57.6,6.0,6.9,5.8,8.0,3.0,2.0,3026.0
0,19.0,0.7,23.0,49.6,14.4,37.2,78.2,49.0,20.0,102.9,0.0,33.4,8.0,33.4,7.0,2.0,7.0,3.0,3850.0
0,36.0,5.1,7.0,24.2,4.1,20.5,42.3,10.4,12.0,121.7,23.0,57.1,4.0,17.2,5.2,4.0,1.0,2.0,1777.0
1,51.0,2.1,8.0,31.8,9.0,24.9,55.5,,13.0,149.57,24.0,31.6,2.0,20.0,1.6,6.0,0.0,1.0,1430.0
1,19.0,5.1,10.0,13.0,7.6,15.3,0.0,12.4,5.0,74.61,6.0,71.3,0.0,7.7,17.3,5.0,2.0,1.0,
0,32.0,1.6,4.0,21.2,4.0,16.8,11.8,8.2,6.0,106.67,4.0,62.8,0.0,44.3,5.6,9.0,3.0,4.0,1025.0
0,37.0,0.5,2.0,10.7,7.7,16.0,46.1,14.4,7.0,195.31,37.0,62.2,3.0,20.3,5.0,5.0,1.0,1.0,1352.0
0,50.0,1.6,11.0,,7.0,18.7,19.7,9.3,11.0,101.96,29.0,73.8,7.0,1.9,1.5,7.0,2.0,1.0,316.0
0,44.0,3.4,3.0,12.6,7.4,9.8,11.5,,5.0,182.25,8.0,74.9,0.0,71.1,4.1,7.0,0.0,4.0,83.0
0,46.0,0.4745671740424554,20.0,32.3,8.3,20.9,29.4,21.3,85.8,84.9,2.0,55.2,3.0,26.28,88.66356479634017,9.0,1.0,1.0,2819.0
0,45.0,0.3,0.0,20.3,6.4,22.1,36.4,2.3,9.0,102.81,1.0,38.7,2.0,55.0,0.8,6.0,1.0,3.0,1404.0
0,33.0,7.8,12.0,20.7,9.3,6.7,15.4,27.7,10.0,96.25,5.0,43.2,4.0,93.1,6.1,7.0,1.0,2.0,1133.0
0,57.0,1.8,13.0,18.2,7.4,23.1,10.6,8.5,13.0,155.78,,75.6,4.0,25.44,10.3,5.0,,2.0,1517.0
1,29.0,1.5,14.0,33.7,7.9,21.2,32.7,12.3,22.0,131.54,42.0,43.9,1.0,58.2,,8.0,2.0,3.0,2076.0
0,18.0,1.4,8.0,19.0,,13.1,16.6,21.7,8.0,105.28,46.0,66.7,,,8.7,9.0,1.0,2.0,1100.0
1,,4.7,6.0,15.7,9.6,14.7,17.1,21.2,11.0,220.74,43.0,53.6,3.0,20.7,6.2,6.0,1.0,1.0,4413.0
0,36.0,5.0,11.0,15.4,4.6,20.3,22.3,14.5,13.0,96.85,11.0,40.1,4.0,86.04,7.0,3.0,4.0,2.0,929.0
1,,1.1,13.0,29.3,8.8,,37.3,38.2,23.4,118.81,22.0,57.0,3.0,36.96,1.5,7.0,6.0,2.0,4160.0
1,31.0,6.8,14.0,40.8,10.8,24.4,17.5,20.6,14.0,129.72,45.0,55.4,3.0,62.9,4.3,8.0,9.0,2.0,2619.0
0,39.0,0.9,21.0,36.0,,34.3,35.8,21.8,25.0,102.89,16.0,21.8,8.0,51.7,0.7,4.0,4.0,3.0,
0,52.0,1.8,16.0,28.3,,21.8,24.8,8.5,11.0,141.04,7.0,46.5,6.0,19.9,0.6,3.0,4.0,5.0,1684.0
1,43.0,2.3,11.0,19.8,4.0,8.4,18.7,0.0,9.0,58.13,8.0,61.5,,35.1,5.6,5.0,0.0,,998.0
1,45.0,3.8,6.0,18.0,7.9,6.0,28.6,3.7,12.0,153.74,23.0,70.5,2.0,75.9,13.1,7.0,0.0,2.0,2773.0
0,25.0,2.7,27.0,49.8,11.4,23.0,48.1,26.7,20.0,103.25,32.0,38.9,10.0,,6.7,2.0,5.0,3.0,2746.0
0,31.0,2.3,20.0,38.0,15.6,,10.9,27.6,17.0,141.29,84.0,35.6,8.0,,8.2,5.0,4.0,2.0,3589.0
0,46.0,1.8,14.0,23.5,12.1,,33.6,0.0,16.0,144.5,57.0,45.5,6.0,23.5,3.4,4.0,,3.0,1676.0
0,39.0,5.7,3.0,,7.7,17.3,19.0,3.2,6.0,243.17,21.0,61.1,3.0,12.5,1.3,6.0,2.0,1.0,1899.0
0,43.0,2.3,24.0,45.7,13.8,,69.5,45.8,23.0,130.75,78.0,35.5,,29.8,4.1,0.0,3.0,1.0,4270.0
0,45.0,5.6,3.0,,8.4,9.8,19.4,28.6,9.0,116.4,140.0,65.3,4.0,34.6,1.5,3.0,1.0,3.0,1879.0
0,39.0,2.4,3.0,17.5,,16.0,21.7,0.0,11.0,80.25,23.0,79.6,2.0,,3.5,5.0,3.0,2.0,1369.0
0,56.0,4.7,0.0,14.6,4.6,15.1,,,7.0,84.87,13.0,72.2,2.0,36.3,4.7,6.0,4.0,2.0,237.0
0,31.0,1.8,13.0,32.4,11.1,25.7,40.0,37.3,19.0,117.84,128.0,46.2,10.0,11.9,7.0,5.0,2.0,4.0,2721.0
0,28.0,2.5,27.0,41.1,13.0,31.3,,40.0,28.6,98.37,6.0,42.7,6.0,26.4,12.0,2.0,4.0,4.0,4590.0
1,18.0,3.9,14.0,27.5,7.3,12.6,0.0,9.9,7.800000000000001,97.69,42.0,56.1,,7.56,3.3,5.0,1.0,2.0,550.0
1,46.0,5.3,9.0,,5.8,18.1,12.5,21.1,9.0,91.36,19.0,73.1,0.0,21.8,11.5,8.0,1.0,1.0,0.0
0,31.0,3.6,19.0,13.2,6.8,18.7,0.0,34.1,8.0,117.58,42.0,72.1,2.0,,1.6,10.0,1.0,1.0,2252.0
0,53.0,4.8,15.0,21.1,,21.2,16.0,25.6,10.0,50.61,23.0,65.6,5.0,28.7,0.4,5.0,3.0,1.0,455.0
0,40.0,2.0,18.0,34.0,8.7,23.7,,8.5,19.0,169.75,83.0,55.0,8.0,55.2,5.8,1.0,2.0,2.0,1420.0
0,33.0,2.9,17.0,42.0,7.3,,32.3,24.4,15.0,52.59,30.0,33.4,4.0,39.4,5.6,10.0,3.0,2.0,3104.0
0,25.0,3.4,9.0,21.0,5.6,7.1,22.7,,9.1,72.88,0.0,48.1,2.0,10.56,1.2,4.0,4.0,5.0,2834.0
0,48.0,2.4,8.0,20.4,5.8,7.9,,,13.0,88.78,10.0,71.4,3.0,,2.3,5.0,1.0,2.0,1375.0
1,37.0,0.3,25.0,53.8,15.7,35.8,92.7,51.0,24.0,144.94,3.0,45.0,,63.8,0.4,8.0,4.0,3.0,
0,41.0,2.4,0.0,18.8,5.8,,13.2,0.0,9.0,149.87,14.0,66.2,3.0,50.1,14.9,7.0,1.0,1.0,330.0
1,,3.5,7.0,30.8,3.8,23.8,40.7,27.2,27.3,199.83,,53.4,6.0,71.39999999999999,16.5,9.0,1.0,3.0,1733.0
0,41.0,1.0,15.0,29.5,10.7,17.9,40.0,40.1,16.900000000000002,45.43,25.0,24.2,5.0,41.28,12.3,10.0,1.0,2.0,405.0
0,27.0,1.2,21.0,39.6,15.6,48.5,37.6,30.5,24.7,53.98,122.0,31.1,12.0,47.76,5.1,4.0,5.0,3.0,5303.0
1,44.0,3.3,15.0,20.0,7.3,13.2,22.0,23.6,20.0,199.17,3.0,60.1,4.0,49.8,2.0,7.0,1.0,3.0,1823.0
0,47.0,2.8,22.0,37.8,10.8,20.7,61.8,31.3,13.0,124.52,110.0,57.6,,57.0,8.2,7.0,4.0,1.0,1568.0
0,42.0,2.9,3.0,,9.0,13.1,15.4,17.2,9.0,94.18,27.0,64.5,3.0,49.8,1.0,3.0,2.0,3.0,0.0
0,45.0,3.8,16.0,13.5,7.8,23.4,0.0,13.9,9.0,120.38,7.0,69.9,,71.6,7.8,12.0,1.0,,1074.0
0,46.0,1.8,2.0,15.6,4.6,,,16.2,11.7,132.42,36.0,76.5,1.0,77.39999999999999,1.5,6.0,0.0,2.0,781.0
0,33.0,4.5,14.0,15.4,3.0,,17.1,20.3,14.0,58.53,12.0,65.4,1.0,52.0,5.3,8.0,1.0,1.0,1552.0
0,32.0,0.6,22.0,25.8,12.0,28.4,58.1,8.5,16.0,74.64,49.0,43.6,6.0,48.4,2.3,5.0,6.0,4.0,793.0
0,64.0,3.9,8.0,,,12.4,0.0,22.8,10.4,90.66,15.0,84.2,3.0,34.44,19.8,7.0,,4.0,3084.0
0,53.0,4.7,19.0,42.4,12.5,24.8,44.5,35.9,16.0,89.65,56.0,30.2,2.0,50.8,,2.0,2.0,1.0,2709.0
0,37.0,1.1,9.0,18.4,5.5,13.9,8.1,17.2,6.0,165.22,7.0,74.5,1.0,37.9,,5.0,1.0,3.0,1903.0
0,46.0,7.4,10.0,26.6,5.7,7.9,22.2,3.4,17.0,168.42,14.0,50.8,4.0,55.7,3.6,4.0,3.0,5.0,2244.0
0,26.0,2.0,18.0,31.3,8.5,15.9,19.8,43.0,23.4,200.6,34.0,60.4,2.0,,5.4,5.0,4.0,1.0,2025.0
1,,0.8,20.0,42.4,13.2,34.6,54.0,38.9,20.8,116.28,7.0,35.8,6.0,32.4,15.7,6.0,3.0,5.0,1202.0
1,23.0,2.7,0.0,19.9,2.4,7.0,30.3,14.7,6.0,193.33,,79.9,,21.3,3.5,5.0,,3.0,2467.0
0,41.0,1.3,11.0,27.7,11.4,6.9,29.1,10.5,11.0,154.31,4.0,54.6,6.0,68.5,1.5,6.0,,3.0,1991.0
0,41.0,2.5,21.0,31.4,14.6,,59.5,31.2,19.0,81.79,58.0,48.1,5.0,21.2,11.1,2.0,2.0,1.0,3028.0
0,51.0,3.5,15.0,33.0,7.2,19.0,22.5,24.9,8.0,203.46,6.0,65.4,4.0,30.8,8.8,2.0,,3.0,
0,35.0,1.0,12.0,33.8,10.3,19.6,12.5,17.1,16.900000000000002,93.97,73.0,53.2,3.0,50.4,6.1,4.0,4.0,3.0,1802.0
1,50.0,0.9,2.0,13.0,5.1,9.2,18.1,,4.0,89.18,,75.6,3.0,9.7,4.0,8.0,2.0,1.0,196.0
0,45.0,3.2,23.0,48.0,18.6,32.0,42.6,54.8,20.0,163.48,6.0,15.9,10.0,28.5,0.7,3.0,7.0,4.0,4616.0
0,67.0,2.5,10.0,18.3,6.6,10.8,7.1,1.0,7.0,76.88,1.0,52.5,1.0,45.5,2.7,11.0,0.0,4.0,2054.0
0,58.0,2.7,25.0,41.7,16.0,41.0,56.8,44.8,28.6,92.69,6.0,10.0,7.0,15.839999999999998,9.3,4.0,5.0,2.0,3568.0
0,55.0,0.7,5.0,22.9,6.0,13.2,25.6,31.5,10.0,83.2,,67.4,3.0,81.8,,10.0,1.0,3.0,1114.0
0,48.0,1.1,15.0,37.8,13.0,28.5,75.9,39.2,20.8,46.12,25.0,29.1,7.0,58.44,4.8,5.0,2.0,,2045.0
0,27.0,2.8,16.0,28.9,8.0,22.4,20.7,20.3,15.0,96.59,28.0,72.8,5.0,34.1,3.7,6.0,2.0,3.0,1878.0
0,41.0,2.1,9.0,,5.7,,0.0,14.6,9.1,115.2,8.0,83.2,,36.84,0.7,5.0,3.0,3.0,530.0
0,64.0,4.6,13.0,28.4,8.5,25.6,48.0,16.0,12.0,123.15,25.0,37.3,8.0,28.5,11.5,6.0,6.0,1.0,2496.0
0,44.0,3.8,16.0,35.1,13.3,25.3,62.8,38.5,22.1,104.32,61.0,44.7,0.0,42.0,13.3,2.0,5.0,3.0,1971.0
0,28.0,3.9,8.0,,7.0,13.7,8.8,18.3,11.0,48.65,47.0,76.1,4.0,35.3,9.7,7.0,3.0,1.0,
1,42.0,3.4,5.0,23.0,7.3,,28.5,13.5,10.4,155.08,7.0,69.5,6.0,67.92,3.4,5.0,1.0,2.0,
1,26.0,1.9,10.0,25.3,3.5,11.6,6.0,4.0,10.4,154.4,16.0,77.1,4.0,77.75999999999999,19.2,7.0,1.0,1.0,1382.0
0,27.0,1.1,0.0,,5.7,8.5,0.0,17.2,6.0,100.62,1.0,71.8,1.0,70.2,4.3,9.0,,3.0,1835.0
1,42.0,1.5,3.0,11.3,2.2,13.1,11.9,13.4,4.0,149.56,,61.3,0.0,30.9,5.1,7.0,0.0,5.0,0.0
0,46.0,1.8,25.0,39.3,7.7,13.8,43.7,19.7,18.2,191.42,9.0,53.3,7.0,59.75999999999999,4.9,4.0,3.0,2.0,3483.0
0,28.0,3.3,16.0,36.8,9.1,23.8,56.8,20.6,14.0,103.81,7.0,38.6,7.0,44.1,9.6,5.0,6.0,3.0,2394.0
0,31.0,2.6,27.0,56.6,,,71.1,43.0,25.0,66.6,16.0,7.5,18.0,14.2,6.2,3.0,4.0,5.0,4300.0
0,20.0,3.3,3.0,15.7,6.4,18.0,3.1,2.9,6.5,131.58,7.0,68.1,4.0,42.12,8.4,3.0,1.0,4.0,813.0
0,36.0,4.0,14.0,29.6,10.4,18.0,62.7,31.5,13.0,127.99,,47.0,8.0,27.9,12.6,5.0,3.0,1.0,3631.0
0,18.0,3.3,6.0,11.5,6.8,14.6,,21.2,11.0,153.96,,47.0,3.0,80.9,3.7,4.0,2.0,5.0,
0,34.0,1.8,11.0,26.9,10.3,23.6,25.5,21.8,9.0,110.53,38.0,51.6,5.0,30.2,15.8,8.0,2.0,2.0,1913.0
0,38.0,6.8,8.0,,7.5,14.6,0.0,0.0,9.0,110.89,23.0,74.1,3.0,65.2,4.9,6.0,1.0,3.0,0.0
0,18.0,10.0,17.0,24.2,5.4,13.5,6.8,15.2,9.0,80.99,15.0,90.4,3.0,35.2,3.6,6.0,5.0,2.0,1649.0
0,25.0,3.3,12.0,26.4,12.1,19.3,13.0,27.0,16.900000000000002,93.06,83.0,51.2,1.0,20.04,3.1,6.0,3.0,1.0,
0,37.0,9.2,11.0,28.0,7.1,10.6,28.4,9.9,10.0,60.2,,77.6,1.0,13.7,6.5,5.0,2.0,5.0,1890.0
0,35.0,3.6,11.0,23.4,9.5,14.3,26.9,22.9,10.0,124.19,34.0,57.9,,29.9,3.4,4.0,3.0,3.0,1447.0
0,36.0,3.4,3.0,18.1,4.2,12.5,21.4,14.4,6.5,98.74,10.0,73.8,1.0,,7.6,7.0,0.0,,362.0
0,,3.4,4.0,,6.7,16.6,,21.0,11.0,69.73,2.0,63.4,5.0,25.4,12.2,4.0,2.0,3.0,
0,18.0,2.0,18.0,37.7,11.6,30.6,45.3,35.5,20.0,115.44,16.0,41.6,10.0,44.4,3.8,3.0,3.0,2.0,2039.0
0,46.0,9.0,7.0,7.5,1.4,,10.8,,9.0,119.72,32.0,61.0,2.0,,0.7,8.0,1.0,2.0,13.0
1,34.0,4.4,0.0,7.5,2.8,0.0,11.0,0.0,5.0,156.6,21.0,92.7,0.0,,3.3,8.0,1.0,,551.0
0,30.0,2.0,11.0,18.4,8.3,22.7,50.0,23.2,15.0,96.23,17.0,53.7,1.0,28.6,9.9,7.0,0.0,2.0,2250.0
1,18.0,5.9,11.0,16.7,3.4,22.6,7.4,17.9,6.5,128.21,,88.6,1.0,8.88,0.9,8.0,1.0,5.0,0.0
0,34.0,2.2,28.0,40.1,10.0,28.1,47.7,28.7,15.0,88.3,30.0,52.0,5.0,9.9,1.2,2.0,6.0,2.0,3399.0
1,44.0,0.9,0.0,15.0,1.0,10.6,11.2,3.5,9.0,100.22,11.0,83.6,0.0,77.8,3.6,7.0,,1.0,867.0
0,39.0,0.5,2.0,9.5,6.2,10.1,14.9,9.8,13.0,100.33,14.0,64.9,,25.9,11.8,10.0,0.0,,0.0
1,40.0,3.3,7.0,14.0,8.3,14.4,29.5,22.7,17.0,174.05,13.0,53.9,4.0,37.6,2.1,7.0,3.0,5.0,2906.0
0,33.0,2.1,13.0,33.8,8.3,24.5,41.3,9.2,10.0,115.06,31.0,45.4,6.0,46.9,3.7,5.0,1.0,2.0,3611.0
0,37.0,4.0,9.0,27.7,4.6,,8.7,3.1,9.0,94.31,17.0,44.4,1.0,49.7,2.2,8.0,0.0,,1032.0
1,24.0,0.2,6.0,22.4,9.1,18.9,35.9,18.6,13.0,183.25,28.0,65.0,5.0,29.4,3.2,6.0,1.0,2.0,2961.0
1,37.0,2.9,14.0,25.1,9.7,18.8,42.3,0.0,10.0,98.98,51.0,66.3,4.0,41.9,2.0,9.0,2.0,3.0,849.0
0,32.0,2.6,13.0,39.3,13.4,22.3,,27.6,15.0,68.93,36.0,41.1,7.0,10.0,8.1,4.0,,2.0,1490.0
0,24.0,4.2,4.0,16.9,9.1,18.7,0.0,9.0,9.0,55.56,33.0,55.7,0.0,38.6,5.0,7.0,2.0,,510.0
0,47.0,4.9,15.0,35.3,9.7,18.0,29.9,21.7,15.6,93.11,78.0,55.7,6.0,41.16,13.9,5.0,4.0,2.0,1040.0
0,19.0,3.0,19.0,35.6,12.0,34.7,,47.4,21.0,81.37,60.0,38.6,9.0,65.8,4.1,4.0,3.0,3.0,2233.0
1,44.0,0.7,21.0,28.4,7.1,26.7,38.8,18.6,20.0,86.68,59.0,33.8,7.0,26.0,,6.0,7.0,4.0,2358.0
0,45.0,2.3,15.0,40.0,11.2,18.2,54.5,33.9,20.8,101.54,30.0,30.2,4.0,100.68,3.8,7.0,3.0,2.0,
0,31.0,1.1,8.0,27.0,6.0,24.0,39.7,39.5,11.0,120.56,117.0,57.8,4.0,47.2,3.4,2.0,3.0,2.0,483.0
0,50.0,4.7,28.0,37.6,12.2,28.2,54.0,28.3,19.0,78.3,19.0,58.8,9.0,47.7,12.3,3.0,,2.0,2732.0
0,31.0,0.8,11.0,40.9,13.8,35.5,30.9,38.2,18.0,111.97,105.0,36.0,8.0,30.1,10.9,7.0,2.0,2.0,2847.0
0,30.0,1.2,13.0,32.4,8.0,17.7,29.6,19.4,11.0,157.9,,53.1,3.0,29.3,1.9,7.0,5.0,3.0,2740.0
0,23.0,2.7,21.0,47.5,15.3,24.6,48.9,31.7,21.0,162.2,5.0,30.0,4.0,37.8,1.8,4.0,4.0,5.0,4585.0
0,37.0,0.6,0.0,,7.4,8.4,13.7,22.7,12.0,191.53,25.0,77.0,1.0,14.2,2.6,5.0,1.0,4.0,0.0
0,26.0,0.8,1.0,21.7,5.4,12.1,0.0,4.8,6.0,124.88,6.0,76.2,2.0,5.9,4.9,5.0,0.0,1.0,
0,28.0,1.6,18.0,42.2,11.4,32.0,26.1,33.9,20.8,91.96,115.0,38.9,8.0,54.24,1.8,6.0,4.0,5.0,1243.0
0,37.0,1.4,8.0,21.7,,19.3,48.8,23.7,17.0,157.83,12.0,56.1,,67.1,1.5,2.0,3.0,2.0,1522.0
0,37.0,2.4,12.0,9.9,7.1,,0.0,21.2,5.0,115.22,13.0,72.3,0.0,,7.2,5.0,2.0,2.0,2037.0
0,53.0,2.7,3.0,19.3,,11.4,12.2,0.4,7.0,224.55,7.0,67.9,2.0,47.7,14.1,5.0,1.0,4.0,2411.0
0,49.0,5.7,13.0,43.7,,27.2,35.9,30.5,15.0,146.68,7.0,56.4,13.0,19.1,8.3,4.0,9.0,2.0,3412.0
0,44.0,1.6,6.0,15.0,9.5,16.9,18.3,,9.0,129.0,32.0,71.9,5.0,26.7,12.3,4.0,4.0,3.0,3221.0
1,36.0,1.0,30.0,25.4,15.7,23.7,55.1,38.0,26.0,135.7,48.0,52.0,5.0,24.72,13.4,9.0,4.0,2.0,1977.0
0,33.0,4.3,0.0,,6.5,12.3,45.9,,14.0,80.16,12.0,63.4,4.0,,15.3,6.0,,5.0,0.0
0,37.0,1.7,19.0,25.9,6.3,18.7,7.3,0.0,10.0,136.46,38.0,52.1,2.0,18.5,2.7,2.0,1.0,2.0,304.0
1,31.0,1.6,4.0,9.8,5.5,19.8,4.7,18.7,20.0,118.88,10.0,83.7,0.0,17.8,8.5,6.0,2.0,4.0,1194.0
0,29.0,4.8,12.0,40.4,15.8,32.3,38.2,31.2,20.8,111.79,21.0,34.1,9.0,32.279999999999994,,3.0,5.0,1.0,
0,37.0,0.9,5.0,15.8,3.9,5.5,5.7,0.0,5.2,138.26,21.0,58.5,1.0,9.96,6.8,10.0,1.0,2.0,439.0
0,27.0,2.3,12.0,24.5,6.1,13.8,14.0,24.7,13.0,109.01,23.0,60.1,3.0,25.3,9.8,2.0,2.0,2.0,1926.0
1,28.0,2.4,11.0,28.0,12.3,,26.0,21.0,15.0,145.12,14.0,59.6,6.0,,1.3,6.0,0.0,2.0,1965.0
0,49.0,1.3,26.0,34.9,12.6,30.1,,27.1,19.0,167.76,22.0,48.0,12.0,35.0,6.6,3.0,2.0,2.0,5719.0
0,21.0,0.6,25.0,40.1,,26.6,60.8,35.5,16.0,188.59,27.0,29.5,,30.6,16.1,4.0,10.0,3.0,3625.0
1,25.0,6.3,11.0,35.0,7.9,16.5,24.3,13.4,13.0,162.41,27.0,52.2,4.0,27.72,1.2,6.0,5.0,1.0,1936.0
0,,2.3,1.0,26.6,6.9,19.0,,22.6,12.0,115.22,2.0,70.3,7.0,47.1,10.1,3.0,0.0,3.0,1047.0
0,33.0,3.1,3.0,12.2,4.1,11.6,23.6,1.8,6.5,56.99,19.0,52.4,0.0,56.16,1.1,9.0,,2.0,0.0
0,54.0,1.9,2.0,,7.3,16.6,15.3,17.1,7.0,89.2,23.0,63.9,1.0,60.8,17.0,8.0,4.0,3.0,1635.0
0,23.0,1.0,6.0,17.9,4.2,17.2,20.5,2.3,11.7,128.04,22.0,52.9,6.0,56.64,3.6,9.0,1.0,2.0,0.0
0,38.0,2.0,3.0,22.8,3.9,12.7,0.0,5.3,7.0,62.84,23.0,72.7,3.0,10.4,1.7,4.0,1.0,1.0,510.0
0,47.0,3.3,12.0,25.5,6.5,22.9,12.0,18.9,23.4,79.69,,43.0,10.0,21.0,13.9,6.0,2.0,4.0,1872.0
0,27.0,4.0,24.0,36.7,11.6,23.6,26.8,26.2,19.0,68.86,36.0,41.4,4.0,75.3,1.4,5.0,8.0,3.0,3559.0
1,58.0,6.3,1.0,18.9,7.4,16.7,0.0,0.0,8.0,74.47,16.0,79.9,1.0,28.3,11.0,10.0,1.0,1.0,2872.0
0,33.0,1.4,31.0,51.9,16.3,35.8,80.7,47.1,26.0,64.01,6.0,8.8,20.0,35.5,14.1,2.0,3.0,2.0,6207.0
0,44.0,1.2,20.0,21.3,10.0,22.0,56.4,37.4,14.3,138.64,13.0,49.5,,19.92,4.8,8.0,,1.0,1104.0
1,29.0,3.5,7.0,13.8,3.4,10.7,10.0,10.7,9.1,57.91,44.0,84.7,2.0,50.28,3.9,6.0,,1.0,
0,55.0,2.6,2.0,25.8,8.8,14.7,33.0,18.0,6.0,151.7,14.0,75.0,0.0,29.2,7.5,6.0,3.0,3.0,3507.0
1,41.0,1.3,1.0,16.3,5.6,8.4,22.0,0.0,5.0,83.81,32.0,60.6,0.0,42.6,3.0,,1.0,2.0,0.0
1,63.0,1.7,11.0,25.1,10.7,,54.9,21.3,15.6,166.17,15.0,41.7,4.0,101.52,3.0,8.0,3.0,2.0,
0,52.0,4.4,10.0,14.8,9.3,24.2,41.5,15.3,18.2,134.88,8.0,75.9,1.0,91.8,,2.0,2.0,,1426.0
1,48.0,6.8,1.0,11.4,4.1,14.4,0.0,6.0,4.0,158.24,18.0,74.4,2.0,19.0,7.3,8.0,,3.0,1710.0
1,26.0,2.9,6.0,16.5,3.7,6.1,20.6,10.3,4.0,81.83,16.0,71.5,,60.4,13.8,9.0,1.0,3.0,0.0
0,39.0,4.3,23.0,31.4,8.7,24.3,31.1,6.3,12.0,104.23,5.0,45.4,2.0,18.4,7.5,6.0,6.0,4.0,3182.0
1,34.0,1.9,0.0,6.0,5.7,11.9,22.9,12.9,4.0,131.18,13.0,77.0,0.0,14.1,4.2,4.0,1.0,2.0,0.0
0,38.0,2.5,15.0,29.8,11.0,22.0,11.8,31.2,11.0,131.46,38.0,58.8,6.0,21.4,4.4,2.0,5.0,1.0,857.0
1,39.0,0.7,4.0,14.4,4.4,13.6,0.0,12.3,8.0,84.43,103.0,79.2,2.0,,2.7,8.0,0.0,3.0,1751.0
0,27.0,0.9,8.0,33.7,8.6,23.8,,31.8,10.0,55.74,54.0,64.5,5.0,47.8,1.9,6.0,4.0,1.0,2907.0
0,36.0,4.4,17.0,18.6,10.0,22.1,19.1,20.6,13.0,111.19,6.0,44.8,5.0,43.0,1.0,5.0,3.0,3.0,3451.0
0,36.0,0.2,5.0,15.6,3.6,22.8,22.2,21.9,8.0,80.59,15.0,63.6,4.0,65.9,3.5,6.0,3.0,4.0,0.0
1,25.0,1.2,24.0,47.1,14.7,35.1,70.0,33.3,22.0,126.87,6.0,30.9,8.0,23.1,15.4,4.0,7.0,1.0,4634.0
1,47.0,7.4,10.0,24.2,4.5,11.1,18.3,32.3,9.0,170.85,26.0,59.3,1.0,56.4,5.4,5.0,0.0,1.0,1589.0
0,40.0,3.7,14.0,24.3,5.0,,34.0,19.3,9.0,183.17,,52.6,,30.4,12.3,6.0,2.0,2.0,2428.0
0,47.0,0.8,10.0,,10.2,20.2,42.6,25.4,10.0,160.92,,63.3,5.0,68.0,4.5,8.0,0.0,4.0,1089.0
1,43.0,1.6,14.0,,11.4,13.7,41.0,3.0,11.0,151.74,29.0,62.6,4.0,58.7,4.4,8.0,4.0,,4198.0
0,18.0,0.7,17.0,38.1,11.7,31.3,,48.9,20.0,148.63,2.0,40.0,6.0,,4.3,3.0,,1.0,3402.0
0,28.0,2.8,0.0,25.9,,14.5,6.4,15.8,7.800000000000001,62.55,26.0,82.8,1.0,38.52,3.7,6.0,3.0,5.0,2955.0
1,57.0,1.7,15.0,38.7,,22.3,62.8,37.6,26.0,7862.050068752142,9.0,37.5,8.0,67.08,4.2,6.0,6.0,2.0,2884.0
0,47.0,2.3,7.0,25.4,9.7,19.6,46.2,10.1,12.0,129.54,5.0,48.1,3.0,22.7,21.0,5.0,,4.0,1442.0
0,18.0,0.9,30.0,40.4,15.2,34.3,68.0,36.9,28.6,94.04,,40.1,2.0,80.75999999999999,4.0,2.0,6.0,3.0,2955.0
0,43.0,0.7,16.0,18.9,,17.7,,2.7,16.900000000000002,151.84,58.0,73.9,5.0,34.08,1.3,2.0,0.0,3.0,286.0
0,28.0,2.3,8.0,23.4,5.2,20.6,37.7,16.6,8.0,97.58,9.0,54.1,1.0,42.8,16.9,13.0,1.0,1.0,
1,18.0,3.8,7.0,16.1,10.3,16.7,,17.0,10.0,82.29,,53.7,7.0,9.8,10.0,2.0,5.0,,1110.0
0,57.0,4.0,10.0,24.8,8.8,19.9,20.2,58.2,11.0,148.18,37.0,46.2,5.0,22.4,0.6,10.0,3.0,3.0,2168.0
1,,1.9,25.0,48.5,12.1,,39.2,30.1,18.0,119.02,38.0,30.5,9.0,62.0,,7.0,3.0,3.0,4417.0
0,40.0,6.1,36.0,64.0,17.3,45.2,58.1,57.5,27.0,50.73,35.0,14.9,16.0,18.1,4.5,2.0,5.0,5.0,5105.0
0,,4.3,14.0,31.6,10.5,23.5,49.4,16.6,15.0,134.43,11.0,49.2,6.0,19.0,2.8,4.0,6.0,,2821.0
